Video Name,Judges,Primary Factors,,,,Control Factors,,,Assesment Score,,,
E02_P13_AF_VLJ_GF,Dr Mamun Mahmud,1,1,0,0.9,1,1,1,5.9,84.28571429,74.76190476,74.76
,Dr Abid Hasan Khan,1,1,0,0.9,0.5,0.5,0.5,4.4,62.85714286,,
,Dr Rayhan Islam,1,1,0,0.9,1,0.5,1,5.4,77.14285714,,
E02_P13_AL_VLJ_GF,Dr Mamun Mahmud,1,1,0,0.9,1,1,1,5.9,84.28571429,74.76190476,74.76
,Dr Abid Hasan Khan,1,1,0,0.9,0.5,0.5,0.5,4.4,62.85714286,,
,Dr Rayhan Islam,1,1,0,0.9,1,0.5,1,5.4,77.14285714,,
E02_P13_AR_VLJ_GF,Dr Mamun Mahmud,1,1,0,0.8,1,1,1,5.8,82.85714286,73.33333333,73.33
,Dr Abid Hasan Khan,1,1,0,0.8,0.5,0.5,0.5,4.3,61.42857143,,
,Dr Rayhan Islam,1,1,0,0.8,1,0.5,1,5.3,75.71428571,,
E02_P13_AF_VLL_GF,Dr Mamun Mahmud,1,1,0,0.5,1,0.5,1,5,71.42857143,66.66666667,66.67
,Dr Abid Hasan Khan,1,1,0,0.5,0.5,0.5,0.5,4,57.14285714,,
,Dr Rayhan Islam,1,1,0,0.5,1,0.5,1,5,71.42857143,,
E02_P13_AL_VLL_GF,Dr Mamun Mahmud,1,1,0,0.5,1,0.5,1,5,71.42857143,66.66666667,66.67
,Dr Abid Hasan Khan,1,1,0,0.5,0.5,0.5,0.5,4,57.14285714,,
,Dr Rayhan Islam,1,1,0,0.5,1,0.5,1,5,71.42857143,,
E02_P13_AR_VLL_GF,Dr Mamun Mahmud,1,1,0,0.4,1,0.5,1,4.9,70,65.23809524,65.24
,Dr Abid Hasan Khan,1,1,0,0.4,0.5,0.5,0.5,3.9,55.71428571,,
,Dr Rayhan Islam,1,1,0,0.4,1,0.5,1,4.9,70,,
E02_P13_AF_VML_GF,Dr Mamun Mahmud,1,1,1,1,1,0.5,1,6.5,92.85714286,90.47619048,90.48
,Dr Abid Hasan Khan,1,1,1,1,0.5,0.5,0.5,5.5,78.57142857,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E02_P13_AL_VML_GF,Dr Mamun Mahmud,1,1,1,1,1,0.5,1,6.5,92.85714286,90.47619048,90.48
,Dr Abid Hasan Khan,1,1,1,1,0.5,0.5,0.5,5.5,78.57142857,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E02_P13_AR_VML_GF,Dr Mamun Mahmud,1,1,0,0.8,1,0.5,1,5.3,75.71428571,73.33333333,73.33
,Dr Abid Hasan Khan,1,1,0,0.8,0.5,0.5,0.5,4.3,61.42857143,,
,Dr Rayhan Islam,1,1,0,0.8,1,1,1,5.8,82.85714286,,
E02_P13_AF_VO_GF,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,97.61904762,97.62
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,0.5,1,6.5,92.85714286,,
E02_P13_AL_VO_GF,Dr Mamun Mahmud,1,1,0,0.7,1,1,1,5.7,81.42857143,79.04761905,79.05
,Dr Abid Hasan Khan,1,1,0,0.7,1,1,1,5.7,81.42857143,,
,Dr Rayhan Islam,1,1,0,0.7,1,0.5,1,5.2,74.28571429,,
E02_P13_AR_VO_GF,Dr Mamun Mahmud,1,1,0,0.9,1,1,1,5.9,84.28571429,81.9047619,81.9
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,1,5.9,84.28571429,,
,Dr Rayhan Islam,1,1,0,0.9,1,0.5,1,5.4,77.14285714,,
E02_P14_AF_VFL_GF,Dr Mamun Mahmud,1,1,0,0.8,1,1,1,5.8,82.85714286,80.47619048,80.48
,Dr Abid Hasan Khan,1,1,0,0.8,1,0.5,1,5.3,75.71428571,,
,Dr Rayhan Islam,1,1,0,0.8,1,1,1,5.8,82.85714286,,
E02_P14_AL_VFL_GF,Dr Mamun Mahmud,1,1,0,0.8,1,1,1,5.8,82.85714286,80.47619048,80.48
,Dr Abid Hasan Khan,1,1,0,0.8,1,0.5,1,5.3,75.71428571,,
,Dr Rayhan Islam,1,1,0,0.8,1,1,1,5.8,82.85714286,,
E02_P14_AR_VFL_GF,Dr Mamun Mahmud,1,1,0,0.5,1,1,1,5.5,78.57142857,76.19047619,76.19
,Dr Abid Hasan Khan,1,1,0,0.5,1,0.5,1,5,71.42857143,,
,Dr Rayhan Islam,1,1,0,0.5,1,1,1,5.5,78.57142857,,
E02_P14_AF_VLJ_GF,Dr Mamun Mahmud,1,1,0,0.2,1,1,1,5.2,74.28571429,67.14285714,67.14
,Dr Abid Hasan Khan,1,1,0,0.2,1,0,1,4.2,60,,
,Dr Rayhan Islam,1,1,0,0.2,1,0.5,1,4.7,67.14285714,,
E02_P14_AL_VLJ_GF,Dr Mamun Mahmud,1,1,0,0.2,1,1,1,5.2,74.28571429,67.14285714,67.14
,Dr Abid Hasan Khan,1,1,0,0.2,1,0,1,4.2,60,,
,Dr Rayhan Islam,1,1,0,0.2,1,0.5,1,4.7,67.14285714,,
E02_P14_AR_VLJ_GF,Dr Mamun Mahmud,1,1,0,0,1,1,1,5,71.42857143,64.28571429,64.29
,Dr Abid Hasan Khan,1,1,0,0,1,0,1,4,57.14285714,,
,Dr Rayhan Islam,1,1,0,0,1,0.5,1,4.5,64.28571429,,
E02_P14_AF_VLL_GF,Dr Mamun Mahmud,1,1,0,0.6,1,0.5,1,5.1,72.85714286,70.47619048,70.48
,Dr Abid Hasan Khan,1,1,0,0.6,1,0,1,4.6,65.71428571,,
,Dr Rayhan Islam,1,1,0,0.6,1,0.5,1,5.1,72.85714286,,
E02_P14_AL_VLL_GF,Dr Mamun Mahmud,1,1,0,0.6,1,0.5,1,5.1,72.85714286,70.47619048,70.48
,Dr Abid Hasan Khan,1,1,0,0.6,1,0,1,4.6,65.71428571,,
,Dr Rayhan Islam,1,1,0,0.6,1,0.5,1,5.1,72.85714286,,
E02_P14_AR_VLL_GF,Dr Mamun Mahmud,1,1,0,0.4,1,0.5,1,4.9,70,67.61904762,67.62
,Dr Abid Hasan Khan,1,1,0,0.4,1,0,1,4.4,62.85714286,,
,Dr Rayhan Islam,1,1,0,0.4,1,0.5,1,4.9,70,,
E02_P14_AF_VML_GF,Dr Mamun Mahmud,1,1,0,0.2,1,1,1,5.2,74.28571429,67.14285714,67.14
,Dr Abid Hasan Khan,1,1,0,0.2,1,0,1,4.2,60,,
,Dr Rayhan Islam,1,1,0,0.2,1,0.5,1,4.7,67.14285714,,
E02_P14_AL_VML_GF,Dr Mamun Mahmud,1,1,0,0.1,1,1,1,5.1,72.85714286,65.71428571,65.71
,Dr Abid Hasan Khan,1,1,0,0.1,1,0,1,4.1,58.57142857,,
,Dr Rayhan Islam,1,1,0,0.1,1,0.5,1,4.6,65.71428571,,
E02_P14_AR_VML_GF,Dr Mamun Mahmud,1,1,0,0.1,1,1,1,5.1,72.85714286,65.71428571,65.71
,Dr Abid Hasan Khan,1,1,0,0.1,1,0,1,4.1,58.57142857,,
,Dr Rayhan Islam,1,1,0,0.1,1,0.5,1,4.6,65.71428571,,
E02_P15_AF_VFL_GF,Dr Mamun Mahmud,1,1,0,0.9,1,0,1,4.9,70,79.52380952,79.52
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,1,5.9,84.28571429,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,1,5.9,84.28571429,,
E02_P15_AL_VFL_GF,Dr Mamun Mahmud,1,1,0,0.9,1,0,1,4.9,70,79.52380952,79.52
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,1,5.9,84.28571429,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,1,5.9,84.28571429,,
E02_P15_AR_VFL_GF,Dr Mamun Mahmud,1,1,0,0.9,1,0,1,4.9,70,79.52380952,79.52
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,1,5.9,84.28571429,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,1,5.9,84.28571429,,
E02_P15_AF_VLJ_GF,Dr Mamun Mahmud,1,1,0,0.9,1,0,1,4.9,70,79.52380952,79.52
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,1,5.9,84.28571429,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,1,5.9,84.28571429,,
E02_P15_AL_VLJ_GF,Dr Mamun Mahmud,1,1,0,0.9,1,0,1,4.9,70,79.52380952,79.52
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,1,5.9,84.28571429,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,1,5.9,84.28571429,,
E02_P15_AR_VLJ_GF,Dr Mamun Mahmud,1,1,1,1,1,0,1,6,85.71428571,95.23809524,95.24
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E02_P15_AF_VLL_GF,Dr Mamun Mahmud,1,1,1,1,1,0.5,1,6.5,92.85714286,97.61904762,97.62
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E02_P15_AL_VLL_GF,Dr Mamun Mahmud,1,1,1,1,1,0.5,1,6.5,92.85714286,97.61904762,97.62
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E02_P15_AR_VLL_GF,Dr Mamun Mahmud,1,1,0,0.9,1,0.5,1,5.4,77.14285714,81.9047619,81.9
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,1,5.9,84.28571429,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,1,5.9,84.28571429,,
E02_P15_AF_VML_GF,Dr Mamun Mahmud,1,1,0,0.9,1,0.5,1,5.4,77.14285714,81.9047619,81.9
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,1,5.9,84.28571429,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,1,5.9,84.28571429,,
E02_P15_AL_VML_GF,Dr Mamun Mahmud,1,1,0,0.9,1,0.5,1,5.4,77.14285714,81.9047619,81.9
,Dr Abid Hasan Khan,1,1,0,0.9,1,1,1,5.9,84.28571429,,
,Dr Rayhan Islam,1,1,0,0.9,1,1,1,5.9,84.28571429,,
E02_P15_AR_VML_GF,Dr Mamun Mahmud,1,1,0,0.8,1,0.5,1,5.3,75.71428571,80.47619048,80.48
,Dr Abid Hasan Khan,1,1,0,0.8,1,1,1,5.8,82.85714286,,
,Dr Rayhan Islam,1,1,0,0.8,1,1,1,5.8,82.85714286,,
E02_P16_AF_VFL_GF,Dr Mamun Mahmud,1,1,0,0,1,1,1,5,71.42857143,66.66666667,66.67
,Dr Abid Hasan Khan,1,1,0,0,1,1,0.5,4.5,64.28571429,,
,Dr Rayhan Islam,1,1,0,0,1,1,0.5,4.5,64.28571429,,
E02_P16_AL_VFL_GF,Dr Mamun Mahmud,1,1,0,0.3,1,1,1,5.3,75.71428571,70.95238095,70.95
,Dr Abid Hasan Khan,1,1,0,0.3,1,1,0.5,4.8,68.57142857,,
,Dr Rayhan Islam,1,1,0,0.3,1,1,0.5,4.8,68.57142857,,
E02_P16_AR_VFL_GF,Dr Mamun Mahmud,1,1,0,0.1,1,1,1,5.1,72.85714286,68.0952381,68.1
,Dr Abid Hasan Khan,1,1,0,0.1,1,1,0.5,4.6,65.71428571,,
,Dr Rayhan Islam,1,1,0,0.1,1,1,0.5,4.6,65.71428571,,
E02_P16_AF_VHJ_GF,Dr Mamun Mahmud,1,1,0,0,1,1,1,5,71.42857143,61.9047619,61.9
,Dr Abid Hasan Khan,1,1,0,0,1,0.5,0.5,4,57.14285714,,
,Dr Rayhan Islam,1,1,0,0,1,0.5,0.5,4,57.14285714,,
E02_P16_AL_VHJ_GF,Dr Mamun Mahmud,1,1,0,0,1,1,1,5,71.42857143,61.9047619,61.9
,Dr Abid Hasan Khan,1,1,0,0,1,0.5,0.5,4,57.14285714,,
,Dr Rayhan Islam,1,1,0,0,1,0.5,0.5,4,57.14285714,,
E02_P16_AR_VHJ_GF,Dr Mamun Mahmud,1,1,0,0,1,1,1,5,71.42857143,61.9047619,61.9
,Dr Abid Hasan Khan,1,1,0,0,1,0.5,0.5,4,57.14285714,,
,Dr Rayhan Islam,1,1,0,0,1,0.5,0.5,4,57.14285714,,
E02_P16_AF_VLJ_GF,Dr Mamun Mahmud,1,1,0,0.1,1,0.5,0.5,4.1,58.57142857,58.57142857,58.57
,Dr Abid Hasan Khan,1,1,0,0.1,1,0.5,0.5,4.1,58.57142857,,
,Dr Rayhan Islam,1,1,0,0.1,1,0.5,0.5,4.1,58.57142857,,
E02_P16_AL_VLJ_GF,Dr Mamun Mahmud,1,1,0,0.1,1,0.5,0.5,4.1,58.57142857,58.57142857,58.57
,Dr Abid Hasan Khan,1,1,0,0.1,1,0.5,0.5,4.1,58.57142857,,
,Dr Rayhan Islam,1,1,0,0.1,1,0.5,0.5,4.1,58.57142857,,
E02_P16_AR_VLJ_GF,Dr Mamun Mahmud,1,1,0,0.1,1,0.5,0.5,4.1,58.57142857,58.57142857,58.57
,Dr Abid Hasan Khan,1,1,0,0.1,1,0.5,0.5,4.1,58.57142857,,
,Dr Rayhan Islam,1,1,0,0.1,1,0.5,0.5,4.1,58.57142857,,
E02_P16_AF_VLL_GF,Dr Mamun Mahmud,1,1,0,0,1,0.5,0.5,4,57.14285714,57.14285714,57.14
,Dr Abid Hasan Khan,1,1,0,0,1,0.5,0.5,4,57.14285714,,
,Dr Rayhan Islam,1,1,0,0,1,0.5,0.5,4,57.14285714,,
E02_P16_AL_VLL_GF,Dr Mamun Mahmud,1,1,0,0,1,0.5,0.5,4,57.14285714,57.14285714,57.14
,Dr Abid Hasan Khan,1,1,0,0,1,0.5,0.5,4,57.14285714,,
,Dr Rayhan Islam,1,1,0,0,1,0.5,0.5,4,57.14285714,,
E02_P16_AR_VLL_GF,Dr Mamun Mahmud,1,1,0,0,1,0.5,0.5,4,57.14285714,57.14285714,57.14
,Dr Abid Hasan Khan,1,1,0,0,1,0.5,0.5,4,57.14285714,,
,Dr Rayhan Islam,1,1,0,0,1,0.5,0.5,4,57.14285714,,
E02_P16_AF_VML_GF,Dr Mamun Mahmud,1,1,0,0.1,1,0.5,0,3.6,51.42857143,60.95238095,60.95
,Dr Abid Hasan Khan,1,1,0,0.1,1,0.5,0.5,4.1,58.57142857,,
,Dr Rayhan Islam,1,1,0,0.1,1,1,1,5.1,72.85714286,,
E02_P16_AL_VML_GF,Dr Mamun Mahmud,1,1,0,0.2,1,0.5,0,3.7,52.85714286,62.38095238,62.38
,Dr Abid Hasan Khan,1,1,0,0.2,1,0.5,0.5,4.2,60,,
,Dr Rayhan Islam,1,1,0,0.2,1,1,1,5.2,74.28571429,,
E02_P16_AR_VML_GF,Dr Mamun Mahmud,1,1,0,0,1,0.5,0,3.5,50,59.52380952,59.52
,Dr Abid Hasan Khan,1,1,0,0,1,0.5,0.5,4,57.14285714,,
,Dr Rayhan Islam,1,1,0,0,1,1,1,5,71.42857143,,
E02_P16_AF_VO_GF,Dr Mamun Mahmud,1,1,0,0.1,0.5,1,1,4.6,65.71428571,63.33333333,63.33
,Dr Abid Hasan Khan,1,1,0,0.1,1,0.5,0.5,4.1,58.57142857,,
,Dr Rayhan Islam,1,1,0,0.1,0.5,1,1,4.6,65.71428571,,
E02_P16_AL_VO_GF,Dr Mamun Mahmud,1,1,0,0.4,0.5,1,1,4.9,70,67.61904762,67.62
,Dr Abid Hasan Khan,1,1,0,0.4,1,0.5,0.5,4.4,62.85714286,,
,Dr Rayhan Islam,1,1,0,0.4,0.5,1,1,4.9,70,,
E02_P16_AR_VO_GF,Dr Mamun Mahmud,1,1,0,0,0.5,1,1,4.5,64.28571429,61.9047619,61.9
,Dr Abid Hasan Khan,1,1,0,0,1,0.5,0.5,4,57.14285714,,
,Dr Rayhan Islam,1,1,0,0,0.5,1,1,4.5,64.28571429,,
E02_P17_AF_VFL_GM,Dr Mamun Mahmud,1,1,0,0,0.5,0,1,3.5,50,57.14285714,57.14
,Dr Abid Hasan Khan,1,1,0,0,1,0.5,1,4.5,64.28571429,,
,Dr Rayhan Islam,1,1,0,0,0.5,0.5,1,4,57.14285714,,
E02_P17_AL_VFL_GM,Dr Mamun Mahmud,1,1,0,0,0.5,0,1,3.5,50,57.14285714,57.14
,Dr Abid Hasan Khan,1,1,0,0,1,0.5,1,4.5,64.28571429,,
,Dr Rayhan Islam,1,1,0,0,0.5,0.5,1,4,57.14285714,,
E02_P17_AR_VFL_GM,Dr Mamun Mahmud,1,1,0,0,0.5,0,1,3.5,50,57.14285714,57.14
,Dr Abid Hasan Khan,1,1,0,0,1,0.5,1,4.5,64.28571429,,
,Dr Rayhan Islam,1,1,0,0,0.5,0.5,1,4,57.14285714,,
E02_P17_AF_VHJ_GM,Dr Mamun Mahmud,1,1,0,0,0.5,0,1,3.5,50,59.52380952,59.52
,Dr Abid Hasan Khan,1,1,0,0,1,1,1,5,71.42857143,,
,Dr Rayhan Islam,1,1,0,0,0.5,0.5,1,4,57.14285714,,
E02_P17_AL_VHJ_GM,Dr Mamun Mahmud,1,1,0,0,0.5,0,1,3.5,50,59.52380952,59.52
,Dr Abid Hasan Khan,1,1,0,0,1,1,1,5,71.42857143,,
,Dr Rayhan Islam,1,1,0,0,0.5,0.5,1,4,57.14285714,,
E02_P17_AR_VHJ_GM,Dr Mamun Mahmud,1,1,0,0,0.5,0,1,3.5,50,59.52380952,59.52
,Dr Abid Hasan Khan,1,1,0,0,1,1,1,5,71.42857143,,
,Dr Rayhan Islam,1,1,0,0,0.5,0.5,1,4,57.14285714,,
E02_P17_AF_VLJ_GM,Dr Mamun Mahmud,1,1,0,0,0.5,0.5,1,4,57.14285714,57.14285714,57.14
,Dr Abid Hasan Khan,1,1,0,0,0.5,0.5,1,4,57.14285714,,
,Dr Rayhan Islam,1,1,0,0,0.5,0.5,1,4,57.14285714,,
E02_P17_AL_VLJ_GM,Dr Mamun Mahmud,1,1,0,0,0.5,0.5,1,4,57.14285714,57.14285714,57.14
,Dr Abid Hasan Khan,1,1,0,0,0.5,0.5,1,4,57.14285714,,
,Dr Rayhan Islam,1,1,0,0,0.5,0.5,1,4,57.14285714,,
E02_P17_AR_VLJ_GM,Dr Mamun Mahmud,1,1,0,0,0.5,0.5,1,4,57.14285714,57.14285714,57.14
,Dr Abid Hasan Khan,1,1,0,0,0.5,0.5,1,4,57.14285714,,
,Dr Rayhan Islam,1,1,0,0,0.5,0.5,1,4,57.14285714,,
E02_P17_AF_VLL_GM,Dr Mamun Mahmud,1,1,0,0,0.5,0.5,1,4,57.14285714,57.14285714,57.14
,Dr Abid Hasan Khan,1,1,0,0,0.5,0.5,1,4,57.14285714,,
,Dr Rayhan Islam,1,1,0,0,0.5,0.5,1,4,57.14285714,,
E02_P17_AL_VLL_GM,Dr Mamun Mahmud,1,1,0,0,0.5,0.5,1,4,57.14285714,57.14285714,57.14
,Dr Abid Hasan Khan,1,1,0,0,0.5,0.5,1,4,57.14285714,,
,Dr Rayhan Islam,1,1,0,0,0.5,0.5,1,4,57.14285714,,
E02_P17_AR_VLL_GM,Dr Mamun Mahmud,1,1,0,0,0.5,0.5,1,4,57.14285714,57.14285714,57.14
,Dr Abid Hasan Khan,1,1,0,0,0.5,0.5,1,4,57.14285714,,
,Dr Rayhan Islam,1,1,0,0,0.5,0.5,1,4,57.14285714,,
E02_P17_AF_VML_GM,Dr Mamun Mahmud,1,1,0,0,0.5,0,1,3.5,50,59.52380952,59.52
,Dr Abid Hasan Khan,1,1,0,0,1,0.5,1,4.5,64.28571429,,
,Dr Rayhan Islam,1,1,0,0,0.5,1,1,4.5,64.28571429,,
E02_P17_AL_VML_GM,Dr Mamun Mahmud,1,1,0,0,0.5,0,1,3.5,50,59.52380952,59.52
,Dr Abid Hasan Khan,1,1,0,0,1,0.5,1,4.5,64.28571429,,
,Dr Rayhan Islam,1,1,0,0,0.5,1,1,4.5,64.28571429,,
E02_P17_AR_VML_GM,Dr Mamun Mahmud,1,1,0,0,0.5,0,1,3.5,50,59.52380952,59.52
,Dr Abid Hasan Khan,1,1,0,0,1,0.5,1,4.5,64.28571429,,
,Dr Rayhan Islam,1,1,0,0,0.5,1,1,4.5,64.28571429,,
E02_P17_AF_VO_GM,Dr Mamun Mahmud,1,1,0,0,0.5,0,1,3.5,50,59.52380952,59.52
,Dr Abid Hasan Khan,1,1,0,0,1,0.5,1,4.5,64.28571429,,
,Dr Rayhan Islam,1,1,0,0,1,0.5,1,4.5,64.28571429,,
E02_P17_AL_VO_GM,Dr Mamun Mahmud,1,1,0,0,0.5,0,1,3.5,50,59.52380952,59.52
,Dr Abid Hasan Khan,1,1,0,0,1,0.5,1,4.5,64.28571429,,
,Dr Rayhan Islam,1,1,0,0,1,0.5,1,4.5,64.28571429,,
E02_P17_AR_VO_GM,Dr Mamun Mahmud,1,1,0,0,0.5,0,1,3.5,50,59.52380952,59.52
,Dr Abid Hasan Khan,1,1,0,0,1,0.5,1,4.5,64.28571429,,
,Dr Rayhan Islam,1,1,0,0,1,0.5,1,4.5,64.28571429,,
E02_P18_AF_VFL_GM,Dr Mamun Mahmud,1,1,0,0.2,1,1,1,5.2,74.28571429,74.28571429,74.29
,Dr Abid Hasan Khan,1,1,0,0.2,1,1,1,5.2,74.28571429,,
,Dr Rayhan Islam,1,1,0,0.2,1,1,1,5.2,74.28571429,,
E02_P18_AL_VFL_GM,Dr Mamun Mahmud,1,1,0,0,1,1,1,5,71.42857143,71.42857143,71.43
,Dr Abid Hasan Khan,1,1,0,0,1,1,1,5,71.42857143,,
,Dr Rayhan Islam,1,1,0,0,1,1,1,5,71.42857143,,
E02_P18_AR_VFL_GM,Dr Mamun Mahmud,1,1,0,0.7,1,1,1,5.7,81.42857143,81.42857143,81.43
,Dr Abid Hasan Khan,1,1,0,0.7,1,1,1,5.7,81.42857143,,
,Dr Rayhan Islam,1,1,0,0.7,1,1,1,5.7,81.42857143,,
E02_P18_AF_VHJ_GM,Dr Mamun Mahmud,1,0,0,0.3,0.5,1,1,3.8,54.28571429,56.66666667,56.67
,Dr Abid Hasan Khan,1,0,0,0.3,1,0.5,1,3.8,54.28571429,,
,Dr Rayhan Islam,1,0,0,0.3,1,1,1,4.3,61.42857143,,
E02_P18_AL_VHJ_GM,Dr Mamun Mahmud,1,0,0,0.2,0.5,1,1,3.7,52.85714286,55.23809524,55.24
,Dr Abid Hasan Khan,1,0,0,0.2,1,0.5,1,3.7,52.85714286,,
,Dr Rayhan Islam,1,0,0,0.2,1,1,1,4.2,60,,
E02_P18_AR_VHJ_GM,Dr Mamun Mahmud,1,0,0,0.5,0.5,1,1,4,57.14285714,59.52380952,59.52
,Dr Abid Hasan Khan,1,0,0,0.5,1,0.5,1,4,57.14285714,,
,Dr Rayhan Islam,1,0,0,0.5,1,1,1,4.5,64.28571429,,
E02_P18_AF_VLJ_GM,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,100,100
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,1,1,1,7,100,,
E02_P18_AL_VLJ_GM,Dr Mamun Mahmud,1,1,0,0.3,1,1,1,5.3,75.71428571,75.71428571,75.71
,Dr Abid Hasan Khan,1,1,0,0.3,1,1,1,5.3,75.71428571,,
,Dr Rayhan Islam,1,1,0,0.3,1,1,1,5.3,75.71428571,,
E02_P18_AR_VLJ_GM,Dr Mamun Mahmud,1,1,0,0.8,1,1,1,5.8,82.85714286,82.85714286,82.86
,Dr Abid Hasan Khan,1,1,0,0.8,1,1,1,5.8,82.85714286,,
,Dr Rayhan Islam,1,1,0,0.8,1,1,1,5.8,82.85714286,,
E02_P18_AF_VLL_GM,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,97.61904762,97.62
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,0.5,1,1,6.5,92.85714286,,
E02_P18_AL_VLL_GM,Dr Mamun Mahmud,1,1,0,0.3,1,1,1,5.3,75.71428571,73.33333333,73.33
,Dr Abid Hasan Khan,1,1,0,0.3,1,1,1,5.3,75.71428571,,
,Dr Rayhan Islam,1,1,0,0.3,0.5,1,1,4.8,68.57142857,,
E02_P18_AR_VLL_GM,Dr Mamun Mahmud,1,1,1,1,1,1,1,7,100,97.61904762,97.62
,Dr Abid Hasan Khan,1,1,1,1,1,1,1,7,100,,
,Dr Rayhan Islam,1,1,1,1,0.5,1,1,6.5,92.85714286,,
E02_P18_AF_VML_GM,Dr Mamun Mahmud,1,1,0,0.5,1,0.5,1,5,71.42857143,71.42857143,71.43
,Dr Abid Hasan Khan,1,1,0,0.5,0.5,1,1,5,71.42857143,,
,Dr Rayhan Islam,1,1,0,0.5,0.5,1,1,5,71.42857143,,
E02_P18_AL_VML_GM,Dr Mamun Mahmud,1,1,0,0,1,0.5,1,4.5,64.28571429,64.28571429,64.29
,Dr Abid Hasan Khan,1,1,0,0,0.5,1,1,4.5,64.28571429,,
,Dr Rayhan Islam,1,1,0,0,0.5,1,1,4.5,64.28571429,,
E02_P18_AR_VML_GM,Dr Mamun Mahmud,1,1,0,0.4,1,0.5,1,4.9,70,70,70
,Dr Abid Hasan Khan,1,1,0,0.4,0.5,1,1,4.9,70,,
,Dr Rayhan Islam,1,1,0,0.4,0.5,1,1,4.9,70,,
E02_P18_AF_VO_GM,Dr Mamun Mahmud,1,1,0,0.2,0.5,1,1,4.7,67.14285714,69.52380952,69.52
,Dr Abid Hasan Khan,1,1,0,0.2,1,0.5,1,4.7,67.14285714,,
,Dr Rayhan Islam,1,1,0,0.2,1,1,1,5.2,74.28571429,,
E02_P18_AL_VO_GM,Dr Mamun Mahmud,1,1,0,0.1,0.5,1,1,4.6,65.71428571,68.0952381,68.1
,Dr Abid Hasan Khan,1,1,0,0.1,1,0.5,1,4.6,65.71428571,,
,Dr Rayhan Islam,1,1,0,0.1,1,1,1,5.1,72.85714286,,
E02_P18_AR_VO_GM,Dr Mamun Mahmud,1,1,0,0.3,0.5,1,1,4.8,68.57142857,70.95238095,70.95
,Dr Abid Hasan Khan,1,1,0,0.3,1,0.5,1,4.8,68.57142857,,
,Dr Rayhan Islam,1,1,0,0.3,1,1,1,5.3,75.71428571,,
E02_P19_AF_VFL_GM,Dr Mamun Mahmud,1,1,0,0,1,0.5,1,4.5,64.28571429,59.52380952,59.52
,Dr Abid Hasan Khan,1,1,0,0,0.5,0,1,3.5,50,,
,Dr Rayhan Islam,1,1,0,0,1,0.5,1,4.5,64.28571429,,
E02_P19_AL_VFL_GM,Dr Mamun Mahmud,1,1,0,0,1,0.5,1,4.5,64.28571429,59.52380952,59.52
,Dr Abid Hasan Khan,1,1,0,0,0.5,0,1,3.5,50,,
,Dr Rayhan Islam,1,1,0,0,1,0.5,1,4.5,64.28571429,,
E02_P19_AR_VFL_GM,Dr Mamun Mahmud,1,1,0,0,1,0.5,1,4.5,64.28571429,59.52380952,59.52
,Dr Abid Hasan Khan,1,1,0,0,0.5,0,1,3.5,50,,
,Dr Rayhan Islam,1,1,0,0,1,0.5,1,4.5,64.28571429,,
E02_P19_AF_VHJ_GM,Dr Mamun Mahmud,1,1,0,0,1,1,1,5,71.42857143,64.28571429,64.29
,Dr Abid Hasan Khan,1,1,0,0,0.5,0,1,3.5,50,,
,Dr Rayhan Islam,1,1,0,0,1,1,1,5,71.42857143,,
E02_P19_AL_VHJ_GM,Dr Mamun Mahmud,1,1,0,0,1,1,1,5,71.42857143,64.28571429,64.29
,Dr Abid Hasan Khan,1,1,0,0,0.5,0,1,3.5,50,,
